sku,nombre,zona,rack_id,cantidad,peso_kg,categoria
SKU-0249,Atún en Conserva 170g #49,DRY,DRY-R21-C54,104,13.56,hogar
SKU-0250,Cerveza Premium 6pack #69,TC,TC-R21-C21,107,1.48,bebidas_frias
SKU-0251,Fideos Tallarín 500g #35,DRY,DRY-R31-C36,31,13.1,electro
SKU-0252,Café Instantáneo 200g #80,DRY,DRY-R23-C34,269,10.69,libros
SKU-0253,Jabón Lavavajillas 500ml #30,DRY,DRY-R23-C43,267,6.77,snacks
SKU-0254,Yogurt Natural 1kg #38,TC,TC-R17-C23,99,2.31,farmacia
SKU-0255,Detergente Líquico 3L #60,DRY,DRY-R27-C55,202,5.64,electro
SKU-0256,Atún en Conserva 170g #13,DRY,DRY-R11-C46,434,13.97,snacks
SKU-0257,Azúcar Rubia 1kg #27,DRY,DRY-R15-C31,429,4.34,snacks
SKU-0258,Azúcar Rubia 1kg #70,DRY,DRY-R30-C52,468,9.25,libros
SKU-0259,Pechuga de Pollo 1kg #29,TC,TC-R25-C15,165,4.71,congelados
SKU-0260,Papas Pringles Original #40,DRY,DRY-R23-C45,127,1.87,limpieza
SKU-0261,Bloques de Construcción #68,DRY,DRY-R10-C33,468,1.71,libros
SKU-0262,Papel Toalla x6 #90,DRY,DRY-R9-C57,372,8.65,hogar
SKU-0263,Leche UHT 1L #88,TC,TC-R10-C11,116,1.28,farmacia
SKU-0264,Insulina Rápida #18,TC,TC-R13-C15,211,2.77,lacteos
SKU-0265,Papel Toalla x6 #59,DRY,DRY-R22-C54,203,0.7,hogar
SKU-0266,Papel Toalla x6 #55,DRY,DRY-R16-C33,380,5.2,snacks
SKU-0267,Muñeca de Moda #52,DRY,DRY-R26-C36,284,0.71,limpieza
SKU-0268,Cerveza Premium 6pack #99,TC,TC-R18-C14,217,3.2,carnes
SKU-0269,Jugo Naranja 2L #47,TC,TC-R21-C6,61,0.31,farmacia
SKU-0270,Papas Pringles Original #75,DRY,DRY-R5-C51,283,14.84,snacks
SKU-0271,Libro Novela Ficción #34,DRY,DRY-R6-C45,404,5.39,limpieza
SKU-0272,Helado de Vainilla 1L #25,TC,TC-R7-C23,237,1.9,congelados
SKU-0273,Té Filtrante 100un #53,DRY,DRY-R22-C39,259,7.47,electro
SKU-0274,Helado de Vainilla 1L #20,TC,TC-R30-C20,120,2.18,bebidas_frias
SKU-0275,Fideos Tallarín 500g #79,DRY,DRY-R15-C45,45,4.85,libros
SKU-0276,Papas Fritas Congeladas 1kg #67,TC,TC-R23-C17,52,3.62,congelados
SKU-0277,Cargador Carga Rápida #15,DRY,DRY-R18-C48,227,9.24,snacks
SKU-0278,Yogurt Natural 1kg #95,TC,TC-R11-C18,141,2.09,lacteos
SKU-0279,Fideos Tallarín 500g #13,DRY,DRY-R5-C37,352,12.74,juguetes
SKU-0280,Azúcar Rubia 1kg #18,DRY,DRY-R14-C42,192,11.69,limpieza
SKU-0281,Jugo Naranja 2L #87,TC,TC-R26-C5,104,3.43,bebidas_frias
SKU-0282,Mantequilla con sal 200g #77,TC,TC-R18-C11,176,2.05,lacteos
SKU-0283,Leche UHT 1L #33,TC,TC-R29-C14,243,2.64,lacteos
SKU-0284,Galletas de Soda x12 #67,DRY,DRY-R21-C40,151,14.95,snacks
SKU-0285,Aceite Vegetal 1L #25,DRY,DRY-R28-C36,236,12.8,electro
SKU-0286,Yogurt Natural 1kg #97,TC,TC-R32-C23,180,4.93,farmacia
SKU-0287,Papas Fritas Congeladas 1kg #48,TC,TC-R4-C24,191,0.87,lacteos
SKU-0288,Fideos Tallarín 500g #56,DRY,DRY-R33-C55,107,3.4,juguetes
SKU-0289,Sartén Antiadherente 24cm #13,DRY,DRY-R27-C48,193,8.33,abarrotes
SKU-0290,Azúcar Rubia 1kg #88,DRY,DRY-R5-C34,208,1.03,hogar
SKU-0291,Sartén Antiadherente 24cm #77,DRY,DRY-R19-C51,426,11.55,juguetes
SKU-0292,Ch chocolates Milk 100g #92,DRY,DRY-R22-C33,353,6.78,abarrotes
SKU-0293,Set de Cubiertos x24 #91,DRY,DRY-R17-C39,71,11.53,abarrotes
SKU-0294,Detergente Líquico 3L #25,DRY,DRY-R13-C57,89,2.34,libros
SKU-0295,Insulina Rápida #76,TC,TC-R29-C24,30,1.49,carnes
SKU-0296,Helado de Vainilla 1L #26,TC,TC-R5-C18,146,1.58,bebidas_frias
SKU-0297,Mantequilla con sal 200g #31,TC,TC-R23-C18,240,3.16,carnes
SKU-0298,Muñeca de Moda #15,DRY,DRY-R4-C31,490,1.26,libros
SKU-0299,Galletas de Soda x12 #93,DRY,DRY-R17-C40,218,11.52,hogar
SKU-0300,Sartén Antiadherente 24cm #90,DRY,DRY-R11-C58,494,4.38,limpieza
SKU-0301,Suero Fisiológico #48,TC,TC-R4-C14,25,0.46,carnes
SKU-0302,Agua Mineral Fria 1.5L #69,TC,TC-R22-C6,46,1.77,farmacia
SKU-0303,Insulina Rápida #61,TC,TC-R13-C5,141,3.83,congelados
SKU-0304,Atún en Conserva 170g #69,DRY,DRY-R14-C36,131,4.05,snacks
SKU-0305,Papas Fritas Congeladas 1kg #59,TC,TC-R11-C24,73,3.12,lacteos
SKU-0306,Ch chocolates Milk 100g #83,DRY,DRY-R5-C46,86,2.89,abarrotes
SKU-0307,Cargador Carga Rápida #73,DRY,DRY-R31-C45,51,7.49,hogar
SKU-0308,Cargador Carga Rápida #40,DRY,DRY-R22-C40,29,8.77,hogar
SKU-0309,Agua Mineral Fria 1.5L #46,TC,TC-R18-C15,37,0.14,farmacia
SKU-0310,Café Instantáneo 200g #61,DRY,DRY-R32-C48,31,0.73,snacks
SKU-0311,Café Instantáneo 200g #80,DRY,DRY-R9-C45,263,1.15,abarrotes
SKU-0312,Galletas de Soda x12 #89,DRY,DRY-R9-C36,54,1.97,hogar
SKU-0313,Insulina Rápida #28,TC,TC-R19-C6,112,3.05,congelados
SKU-0314,Detergente Líquico 3L #27,DRY,DRY-R28-C46,270,12.07,limpieza
SKU-0315,Toalla de Baño #27,DRY,DRY-R21-C46,168,13.97,hogar
SKU-0316,Papas Fritas Congeladas 1kg #85,TC,TC-R33-C9,140,2.59,bebidas_frias
SKU-0317,Muñeca de Moda #48,DRY,DRY-R28-C54,193,12.25,juguetes
SKU-0318,Bebida Energética 500ml #84,TC,TC-R17-C9,195,4.0,lacteos
SKU-0319,Papel Toalla x6 #86,DRY,DRY-R27-C54,340,4.02,juguetes
SKU-0320,Muñeca de Moda #83,DRY,DRY-R5-C42,303,10.83,libros
SKU-0321,Libro Novela Ficción #89,DRY,DRY-R17-C49,353,2.26,hogar
SKU-0322,Queso Edam 500g #34,TC,TC-R14-C2,117,2.26,bebidas_frias
SKU-0323,Bebida Energética 500ml #74,TC,TC-R25-C21,130,3.1,carnes
SKU-0324,Detergente Líquico 3L #27,DRY,DRY-R14-C57,171,3.15,juguetes
SKU-0325,Toalla de Baño #58,DRY,DRY-R6-C46,240,14.35,electro
SKU-0326,Set de Cubiertos x24 #55,DRY,DRY-R14-C43,103,9.17,snacks
SKU-0327,Set de Cubiertos x24 #48,DRY,DRY-R33-C40,157,14.13,snacks
SKU-0328,Aceite Vegetal 1L #98,DRY,DRY-R11-C55,183,4.79,juguetes
SKU-0329,Galletas de Soda x12 #46,DRY,DRY-R13-C36,283,8.62,libros
SKU-0330,Insulina Rápida #28,TC,TC-R7-C9,192,0.31,farmacia
SKU-0331,Helado de Vainilla 1L #71,TC,TC-R28-C6,147,1.09,farmacia
SKU-0332,Helado de Vainilla 1L #27,TC,TC-R32-C3,160,3.12,bebidas_frias
SKU-0333,Lomo de Cerdo 1kg #91,TC,TC-R7-C8,115,0.36,lacteos
SKU-0334,Queso Edam 500g #97,TC,TC-R22-C21,150,0.77,farmacia
SKU-0335,Audífonos Bluetooth #93,DRY,DRY-R29-C54,107,7.19,abarrotes
SKU-0336,Ch chocolates Milk 100g #46,DRY,DRY-R6-C33,50,13.62,snacks
SKU-0337,Set de Cubiertos x24 #14,DRY,DRY-R9-C39,433,6.3,abarrotes
SKU-0338,Suero Fisiológico #73,TC,TC-R13-C6,233,4.69,lacteos
SKU-0339,Papel Toalla x6 #48,DRY,DRY-R28-C34,176,13.93,limpieza
SKU-0340,Agua Mineral Fria 1.5L #27,TC,TC-R4-C24,79,2.57,bebidas_frias
SKU-0341,Vacuna Gripe A #30,TC,TC-R32-C20,75,2.35,lacteos
SKU-0342,Ch chocolates Milk 100g #47,DRY,DRY-R29-C39,443,2.67,limpieza
SKU-0343,Audífonos Bluetooth #75,DRY,DRY-R21-C46,347,1.35,electro
SKU-0344,Agua Mineral Fria 1.5L #51,TC,TC-R16-C8,108,0.13,carnes
SKU-0345,Vacuna Gripe A #48,TC,TC-R13-C17,12,3.64,congelados
SKU-0346,Lomo de Cerdo 1kg #17,TC,TC-R28-C18,88,0.68,congelados
SKU-0347,Papas Fritas Congeladas 1kg #98,TC,TC-R6-C5,250,3.23,bebidas_frias
SKU-0348,Lomo de Cerdo 1kg #38,TC,TC-R15-C5,126,2.44,bebidas_frias
SKU-0349,Café Instantáneo 200g #63,DRY,DRY-R16-C58,392,13.7,hogar
SKU-0350,Aceite Vegetal 1L #41,DRY,DRY-R31-C33,275,7.91,juguetes
SKU-0351,Muñeca de Moda #24,DRY,DRY-R9-C33,467,12.44,limpieza
SKU-0352,Set de Cubiertos x24 #29,DRY,DRY-R29-C37,271,4.96,hogar
SKU-0353,Aceite Vegetal 1L #84,DRY,DRY-R11-C55,266,1.41,juguetes
SKU-0354,Cargador Carga Rápida #26,DRY,DRY-R7-C57,293,6.26,limpieza
SKU-0355,Papas Fritas Congeladas 1kg #12,TC,TC-R34-C11,10,1.35,farmacia
SKU-0356,Jabón Lavavajillas 500ml #15,DRY,DRY-R33-C51,37,5.2,hogar
SKU-0357,Jabón Lavavajillas 500ml #70,DRY,DRY-R7-C31,97,4.34,limpieza
SKU-0358,Libro Novela Ficción #92,DRY,DRY-R30-C51,461,5.65,libros
SKU-0359,Suero Fisiológico #20,TC,TC-R5-C20,233,4.82,farmacia
SKU-0360,Café Instantáneo 200g #25,DRY,DRY-R13-C39,206,14.89,juguetes
SKU-0361,Atún en Conserva 170g #10,DRY,DRY-R29-C30,242,14.68,juguetes
SKU-0362,Audífonos Bluetooth #78,DRY,DRY-R16-C49,131,12.36,hogar
SKU-0363,Galletas de Soda x12 #34,DRY,DRY-R34-C34,343,0.53,abarrotes
SKU-0364,Papel Toalla x6 #40,DRY,DRY-R13-C40,309,1.06,libros
SKU-0365,Jugo Naranja 2L #41,TC,TC-R6-C21,122,0.32,bebidas_frias
SKU-0366,Jugo Naranja 2L #27,TC,TC-R31-C14,69,4.97,carnes
SKU-0367,Muñeca de Moda #50,DRY,DRY-R14-C46,453,3.59,juguetes
SKU-0368,Lomo de Cerdo 1kg #62,TC,TC-R13-C9,152,1.45,bebidas_frias
SKU-0369,Fideos Tallarín 500g #90,DRY,DRY-R6-C52,29,8.36,juguetes
SKU-0370,Cuaderno Espiral A4 #58,DRY,DRY-R20-C57,218,4.82,juguetes
SKU-0371,Té Filtrante 100un #33,DRY,DRY-R34-C57,439,7.13,snacks
SKU-0372,Cerveza Premium 6pack #17,TC,TC-R32-C15,116,2.12,carnes
SKU-0373,Té Filtrante 100un #41,DRY,DRY-R4-C43,336,3.09,abarrotes
SKU-0374,Insulina Rápida #21,TC,TC-R18-C15,58,3.65,farmacia
SKU-0375,Jugo Naranja 2L #19,TC,TC-R14-C6,160,4.04,farmacia
SKU-0376,Aceite Vegetal 1L #71,DRY,DRY-R15-C40,175,13.05,hogar
SKU-0377,Pechuga de Pollo 1kg #34,TC,TC-R6-C21,203,0.67,lacteos
SKU-0378,Bloques de Construcción #36,DRY,DRY-R4-C51,287,13.73,abarrotes
SKU-0379,Suero Fisiológico #69,TC,TC-R17-C15,88,3.28,congelados
SKU-0380,Agua Mineral Fria 1.5L #69,TC,TC-R27-C3,194,4.03,bebidas_frias
SKU-0381,Ch chocolates Milk 100g #36,DRY,DRY-R6-C49,28,4.73,libros
SKU-0382,Azúcar Rubia 1kg #12,DRY,DRY-R10-C43,304,8.32,abarrotes
SKU-0383,Papas Pringles Original #29,DRY,DRY-R32-C39,199,4.98,electro
SKU-0384,Sartén Antiadherente 24cm #80,DRY,DRY-R32-C46,425,3.9,abarrotes
SKU-0385,Libro Novela Ficción #72,DRY,DRY-R11-C54,412,2.57,juguetes
SKU-0386,Agua Mineral Fria 1.5L #33,TC,TC-R26-C24,174,2.76,carnes
SKU-0387,Detergente Líquico 3L #19,DRY,DRY-R26-C31,216,11.48,hogar
SKU-0388,Yogurt Natural 1kg #29,TC,TC-R8-C2,126,1.17,carnes
SKU-0389,Agua Mineral Fria 1.5L #94,TC,TC-R22-C14,146,0.18,bebidas_frias
SKU-0390,Papel Toalla x6 #77,DRY,DRY-R26-C43,151,8.06,limpieza
SKU-0391,Salchicha Viena x10 #23,TC,TC-R26-C3,71,2.67,farmacia
SKU-0392,Helado de Vainilla 1L #55,TC,TC-R26-C8,30,4.0,bebidas_frias
SKU-0393,Cerveza Premium 6pack #82,TC,TC-R13-C8,67,4.95,farmacia
SKU-0394,Jugo Naranja 2L #21,TC,TC-R8-C12,151,1.96,lacteos
SKU-0395,Papel Toalla x6 #99,DRY,DRY-R5-C39,437,1.29,juguetes
SKU-0396,Ch chocolates Milk 100g #82,DRY,DRY-R15-C34,475,13.43,libros
SKU-0397,Agua Mineral Fria 1.5L #44,TC,TC-R29-C2,185,4.63,carnes
SKU-0398,Muñeca de Moda #94,DRY,DRY-R8-C31,440,2.73,hogar
SKU-0399,Mantequilla con sal 200g #60,TC,TC-R15-C3,154,1.57,carnes
SKU-0400,Vacuna Gripe A #59,TC,TC-R14-C21,212,3.72,farmacia
SKU-0401,Jabón Lavavajillas 500ml #74,DRY,DRY-R10-C48,228,0.85,juguetes
SKU-0402,Vacuna Gripe A #87,TC,TC-R21-C21,162,3.11,lacteos
SKU-0403,Leche UHT 1L #91,TC,TC-R29-C8,125,3.94,congelados
SKU-0404,Set de Cubiertos x24 #58,DRY,DRY-R11-C52,304,2.83,snacks
SKU-0405,Bloques de Construcción #47,DRY,DRY-R26-C42,47,10.71,limpieza
SKU-0406,Mantequilla con sal 200g #59,TC,TC-R22-C9,33,1.87,farmacia
SKU-0407,Cerveza Premium 6pack #56,TC,TC-R17-C21,43,1.42,congelados
SKU-0408,Cerveza Premium 6pack #81,TC,TC-R29-C15,36,2.61,farmacia
SKU-0409,Yogurt Natural 1kg #86,TC,TC-R21-C17,231,3.94,congelados
SKU-0410,Bebida Energética 500ml #59,TC,TC-R27-C21,240,0.52,congelados
SKU-0411,Muñeca de Moda #76,DRY,DRY-R34-C37,91,10.3,abarrotes
SKU-0412,Helado de Vainilla 1L #73,TC,TC-R21-C5,121,0.41,congelados
SKU-0413,Agua Mineral Fria 1.5L #19,TC,TC-R15-C11,73,1.33,congelados
SKU-0414,Bloques de Construcción #88,DRY,DRY-R32-C39,74,6.9,electro
SKU-0415,Vacuna Gripe A #89,TC,TC-R26-C11,94,4.04,farmacia
SKU-0416,Libro Novela Ficción #86,DRY,DRY-R29-C36,313,4.54,electro
SKU-0417,Sartén Antiadherente 24cm #50,DRY,DRY-R11-C39,500,14.47,abarrotes
SKU-0418,Lomo de Cerdo 1kg #51,TC,TC-R23-C11,211,1.47,farmacia
SKU-0419,Pechuga de Pollo 1kg #85,TC,TC-R23-C15,206,0.98,lacteos
SKU-0420,Cargador Carga Rápida #36,DRY,DRY-R18-C52,430,11.98,juguetes
SKU-0421,Audífonos Bluetooth #96,DRY,DRY-R23-C55,160,2.13,libros
SKU-0422,Bebida Energética 500ml #58,TC,TC-R13-C3,163,2.3,carnes
SKU-0423,Set de Cubiertos x24 #74,DRY,DRY-R28-C51,409,8.18,electro
SKU-0424,Set de Cubiertos x24 #86,DRY,DRY-R4-C34,132,1.69,juguetes
SKU-0425,Fideos Tallarín 500g #92,DRY,DRY-R21-C31,335,8.47,snacks
SKU-0426,Ch chocolates Milk 100g #65,DRY,DRY-R27-C34,137,0.21,electro
SKU-0427,Lomo de Cerdo 1kg #67,TC,TC-R22-C11,207,2.02,bebidas_frias
SKU-0428,Toalla de Baño #29,DRY,DRY-R9-C48,252,14.97,juguetes
SKU-0429,Yogurt Natural 1kg #24,TC,TC-R25-C23,46,4.71,farmacia
SKU-0430,Cerveza Premium 6pack #36,TC,TC-R9-C15,131,2.47,congelados
SKU-0431,Vacuna Gripe A #18,TC,TC-R13-C9,191,0.32,farmacia
SKU-0432,Queso Edam 500g #96,TC,TC-R7-C23,199,0.91,congelados
SKU-0433,Salchicha Viena x10 #52,TC,TC-R31-C15,128,2.19,carnes
SKU-0434,Salchicha Viena x10 #33,TC,TC-R13-C18,111,3.32,farmacia
SKU-0435,Pechuga de Pollo 1kg #67,TC,TC-R18-C17,11,2.2,bebidas_frias
SKU-0436,Galletas de Soda x12 #18,DRY,DRY-R22-C34,279,12.0,abarrotes
SKU-0437,Pechuga de Pollo 1kg #68,TC,TC-R4-C5,230,1.39,congelados
SKU-0438,Ch chocolates Milk 100g #86,DRY,DRY-R26-C49,305,9.19,juguetes
SKU-0439,Cerveza Premium 6pack #89,TC,TC-R5-C6,190,4.09,congelados
SKU-0440,Muñeca de Moda #20,DRY,DRY-R27-C36,127,4.73,hogar
SKU-0441,Insulina Rápida #98,TC,TC-R19-C5,117,2.6,carnes
SKU-0442,Té Filtrante 100un #64,DRY,DRY-R21-C39,280,7.33,hogar
SKU-0443,Fideos Tallarín 500g #81,DRY,DRY-R31-C37,76,7.37,juguetes
SKU-0444,Jugo Naranja 2L #55,TC,TC-R8-C2,59,2.47,farmacia
SKU-0445,Toalla de Baño #93,DRY,DRY-R18-C55,256,6.17,hogar
SKU-0446,Cargador Carga Rápida #72,DRY,DRY-R32-C37,20,1.29,libros
SKU-0447,Papas Pringles Original #14,DRY,DRY-R26-C43,152,3.41,abarrotes
SKU-0448,Agua Mineral Fria 1.5L #80,TC,TC-R4-C15,39,0.65,farmacia
SKU-0449,Insulina Rápida #79,TC,TC-R20-C23,204,3.81,bebidas_frias
SKU-0450,Aceite Vegetal 1L #64,DRY,DRY-R22-C34,339,11.05,hogar
SKU-0451,Detergente Líquico 3L #67,DRY,DRY-R13-C43,423,5.26,snacks
SKU-0452,Lomo de Cerdo 1kg #36,TC,TC-R14-C23,186,3.71,lacteos
SKU-0453,Bebida Energética 500ml #31,TC,TC-R31-C17,62,0.78,bebidas_frias
SKU-0454,Detergente Líquico 3L #82,DRY,DRY-R16-C48,310,8.01,libros
SKU-0455,Papas Pringles Original #47,DRY,DRY-R17-C43,268,14.29,snacks
SKU-0456,Arroz Extra 5kg #27,DRY,DRY-R20-C51,146,13.79,juguetes
SKU-0457,Azúcar Rubia 1kg #41,DRY,DRY-R8-C37,429,10.69,abarrotes
SKU-0458,Agua Mineral Fria 1.5L #28,TC,TC-R9-C17,170,3.2,farmacia
SKU-0459,Jabón Lavavajillas 500ml #91,DRY,DRY-R13-C34,388,6.07,electro
SKU-0460,Cerveza Premium 6pack #72,TC,TC-R28-C9,232,2.95,congelados
SKU-0461,Jabón Lavavajillas 500ml #68,DRY,DRY-R23-C48,412,12.76,juguetes
SKU-0462,Audífonos Bluetooth #37,DRY,DRY-R18-C55,429,4.06,abarrotes
SKU-0463,Mantequilla con sal 200g #82,TC,TC-R5-C24,97,2.48,bebidas_frias
SKU-0464,Detergente Líquico 3L #15,DRY,DRY-R19-C34,433,9.41,libros
SKU-0465,Fideos Tallarín 500g #66,DRY,DRY-R7-C54,495,0.06,limpieza
SKU-0466,Azúcar Rubia 1kg #93,DRY,DRY-R25-C45,482,2.43,juguetes
SKU-0467,Libro Novela Ficción #56,DRY,DRY-R30-C42,345,1.28,limpieza
SKU-0468,Detergente Líquico 3L #60,DRY,DRY-R28-C45,391,10.9,abarrotes
SKU-0469,Queso Edam 500g #10,TC,TC-R28-C6,43,2.44,lacteos
SKU-0470,Cuaderno Espiral A4 #66,DRY,DRY-R14-C30,180,0.17,hogar
SKU-0471,Audífonos Bluetooth #98,DRY,DRY-R25-C36,122,7.19,libros
SKU-0472,Queso Edam 500g #50,TC,TC-R19-C11,45,4.42,lacteos
SKU-0473,Mantequilla con sal 200g #18,TC,TC-R15-C15,166,2.86,carnes
SKU-0474,Café Instantáneo 200g #37,DRY,DRY-R15-C37,320,13.8,electro
SKU-0475,Aceite Vegetal 1L #21,DRY,DRY-R20-C34,68,2.14,libros
SKU-0476,Café Instantáneo 200g #64,DRY,DRY-R7-C46,131,11.88,electro
SKU-0477,Lomo de Cerdo 1kg #80,TC,TC-R22-C17,165,3.04,lacteos
SKU-0478,Papas Fritas Congeladas 1kg #36,TC,TC-R8-C15,58,3.07,lacteos
SKU-0479,Libro Novela Ficción #16,DRY,DRY-R18-C42,62,7.45,snacks
SKU-0480,Yogurt Natural 1kg #77,TC,TC-R26-C24,102,4.89,bebidas_frias
SKU-0481,Té Filtrante 100un #82,DRY,DRY-R30-C51,354,5.51,abarrotes
SKU-0482,Yogurt Natural 1kg #12,TC,TC-R15-C17,77,0.43,farmacia
SKU-0483,Suero Fisiológico #74,TC,TC-R5-C9,138,3.18,lacteos
SKU-0484,Té Filtrante 100un #20,DRY,DRY-R33-C57,83,8.09,electro
SKU-0485,Yogurt Natural 1kg #75,TC,TC-R22-C6,49,4.87,congelados
SKU-0486,Muñeca de Moda #91,DRY,DRY-R14-C33,228,4.69,electro
SKU-0487,Atún en Conserva 170g #17,DRY,DRY-R23-C42,227,1.34,libros
SKU-0488,Jugo Naranja 2L #49,TC,TC-R28-C18,199,3.73,bebidas_frias
SKU-0489,Mantequilla con sal 200g #99,TC,TC-R9-C2,98,0.9,lacteos
SKU-0490,Galletas de Soda x12 #31,DRY,DRY-R7-C49,404,1.95,libros
SKU-0491,Arroz Extra 5kg #13,DRY,DRY-R30-C46,144,12.12,juguetes
SKU-0492,Muñeca de Moda #90,DRY,DRY-R26-C33,266,7.47,snacks
SKU-0493,Salchicha Viena x10 #57,TC,TC-R28-C5,36,1.35,farmacia
SKU-0494,Arroz Extra 5kg #39,DRY,DRY-R34-C55,444,0.09,juguetes
SKU-0495,Detergente Líquico 3L #70,DRY,DRY-R30-C48,81,5.78,abarrotes
SKU-0496,Bebida Energética 500ml #38,TC,TC-R25-C9,244,1.32,lacteos
SKU-0497,Jabón Lavavajillas 500ml #83,DRY,DRY-R8-C49,349,1.84,snacks
