sku,nombre,zona,rack_id,cantidad,peso_kg,categoria
SKU-0998,Cargador Carga Rápida #12,DRY,DRY-R21-C55,332,2.28,libros
SKU-0999,Suero Fisiológico #44,TC,TC-R25-C5,241,3.53,lacteos
SKU-1000,Agua Mineral Fria 1.5L #71,TC,TC-R26-C12,196,2.08,lacteos
SKU-1001,Jabón Lavavajillas 500ml #79,DRY,DRY-R34-C40,493,0.1,libros
SKU-1002,Sartén Antiadherente 24cm #25,DRY,DRY-R32-C57,188,14.03,libros
SKU-1003,Suero Fisiológico #17,TC,TC-R8-C18,175,4.99,congelados
SKU-1004,Vacuna Gripe A #20,TC,TC-R30-C23,206,2.35,bebidas_frias
SKU-1005,Salchicha Viena x10 #80,TC,TC-R26-C2,179,4.84,carnes
SKU-1006,Queso Edam 500g #90,TC,TC-R8-C20,31,1.86,farmacia
SKU-1007,Aceite Vegetal 1L #27,DRY,DRY-R11-C31,373,2.94,electro
SKU-1008,Sartén Antiadherente 24cm #59,DRY,DRY-R10-C33,334,11.9,abarrotes
SKU-1009,Cerveza Premium 6pack #12,TC,TC-R23-C2,96,1.76,bebidas_frias
SKU-1010,Té Filtrante 100un #25,DRY,DRY-R18-C40,346,12.12,limpieza
SKU-1011,Set de Cubiertos x24 #29,DRY,DRY-R10-C42,23,13.88,juguetes
SKU-1012,Libro Novela Ficción #12,DRY,DRY-R23-C54,321,13.61,electro
SKU-1013,Leche UHT 1L #32,TC,TC-R8-C18,88,0.34,carnes
SKU-1014,Cargador Carga Rápida #88,DRY,DRY-R4-C39,37,12.54,limpieza
SKU-1015,Arroz Extra 5kg #73,DRY,DRY-R28-C40,108,0.99,limpieza
SKU-1016,Cuaderno Espiral A4 #61,DRY,DRY-R18-C46,355,1.86,libros
SKU-1017,Ch chocolates Milk 100g #37,DRY,DRY-R22-C31,176,8.92,abarrotes
SKU-1018,Mantequilla con sal 200g #63,TC,TC-R34-C5,151,3.51,congelados
SKU-1019,Jugo Naranja 2L #27,TC,TC-R28-C3,171,3.98,carnes
SKU-1020,Fideos Tallarín 500g #12,DRY,DRY-R9-C55,8,1.26,libros
SKU-1021,Papas Fritas Congeladas 1kg #63,TC,TC-R11-C20,207,4.06,lacteos
SKU-1022,Aceite Vegetal 1L #28,DRY,DRY-R21-C43,215,7.87,abarrotes
SKU-1023,Jugo Naranja 2L #86,TC,TC-R9-C6,166,3.61,carnes
SKU-1024,Papas Pringles Original #54,DRY,DRY-R28-C51,125,0.12,juguetes
SKU-1025,Queso Edam 500g #89,TC,TC-R16-C11,148,4.33,bebidas_frias
SKU-1026,Libro Novela Ficción #94,DRY,DRY-R15-C40,104,4.18,electro
SKU-1027,Agua Mineral Fria 1.5L #73,TC,TC-R7-C6,246,0.88,carnes
SKU-1028,Papas Fritas Congeladas 1kg #36,TC,TC-R25-C12,167,1.33,congelados
SKU-1029,Cargador Carga Rápida #15,DRY,DRY-R25-C34,478,11.12,libros
SKU-1030,Papel Toalla x6 #72,DRY,DRY-R9-C57,463,1.79,abarrotes
SKU-1031,Vacuna Gripe A #63,TC,TC-R19-C6,239,3.76,farmacia
SKU-1032,Vacuna Gripe A #39,TC,TC-R27-C3,115,1.26,lacteos
SKU-1033,Atún en Conserva 170g #19,DRY,DRY-R23-C54,32,8.8,electro
SKU-1034,Aceite Vegetal 1L #88,DRY,DRY-R5-C54,196,2.71,abarrotes
SKU-1035,Insulina Rápida #44,TC,TC-R21-C6,18,1.75,carnes
SKU-1036,Galletas de Soda x12 #27,DRY,DRY-R32-C34,239,12.78,limpieza
SKU-1037,Ch chocolates Milk 100g #38,DRY,DRY-R17-C45,409,9.07,libros
SKU-1038,Fideos Tallarín 500g #83,DRY,DRY-R20-C58,49,12.83,hogar
SKU-1039,Sartén Antiadherente 24cm #37,DRY,DRY-R26-C54,147,12.56,hogar
SKU-1040,Lomo de Cerdo 1kg #41,TC,TC-R28-C9,66,2.23,farmacia
SKU-1041,Azúcar Rubia 1kg #83,DRY,DRY-R9-C30,27,6.3,hogar
SKU-1042,Jugo Naranja 2L #64,TC,TC-R15-C15,217,2.03,farmacia
SKU-1043,Arroz Extra 5kg #67,DRY,DRY-R19-C55,290,3.65,libros
SKU-1044,Audífonos Bluetooth #37,DRY,DRY-R25-C36,127,5.41,juguetes
SKU-1045,Papel Toalla x6 #71,DRY,DRY-R28-C45,240,2.47,limpieza
SKU-1046,Muñeca de Moda #13,DRY,DRY-R5-C54,75,6.98,juguetes
SKU-1047,Fideos Tallarín 500g #57,DRY,DRY-R16-C54,5,10.57,electro
SKU-1048,Té Filtrante 100un #98,DRY,DRY-R27-C46,156,7.99,limpieza
SKU-1049,Bloques de Construcción #79,DRY,DRY-R14-C40,46,11.83,snacks
SKU-1050,Detergente Líquico 3L #75,DRY,DRY-R30-C48,61,13.33,snacks
SKU-1051,Jugo Naranja 2L #56,TC,TC-R18-C11,153,0.96,farmacia
SKU-1052,Aceite Vegetal 1L #27,DRY,DRY-R29-C46,63,3.62,hogar
SKU-1053,Muñeca de Moda #99,DRY,DRY-R16-C40,394,11.31,juguetes
SKU-1054,Helado de Vainilla 1L #74,TC,TC-R4-C20,23,2.17,congelados
SKU-1055,Cerveza Premium 6pack #72,TC,TC-R30-C14,41,2.68,congelados
SKU-1056,Cuaderno Espiral A4 #78,DRY,DRY-R14-C45,193,6.81,hogar
SKU-1057,Jabón Lavavajillas 500ml #34,DRY,DRY-R8-C54,205,1.36,juguetes
SKU-1058,Jabón Lavavajillas 500ml #23,DRY,DRY-R29-C37,361,4.18,snacks
SKU-1059,Pechuga de Pollo 1kg #76,TC,TC-R6-C18,116,0.21,carnes
SKU-1060,Azúcar Rubia 1kg #70,DRY,DRY-R11-C48,382,6.33,hogar
SKU-1061,Aceite Vegetal 1L #18,DRY,DRY-R28-C30,123,13.08,snacks
SKU-1062,Libro Novela Ficción #52,DRY,DRY-R20-C51,340,8.7,hogar
SKU-1063,Sartén Antiadherente 24cm #85,DRY,DRY-R26-C57,232,12.64,snacks
SKU-1064,Azúcar Rubia 1kg #49,DRY,DRY-R5-C39,121,11.85,hogar
SKU-1065,Detergente Líquico 3L #28,DRY,DRY-R18-C48,494,4.3,snacks
SKU-1066,Papas Fritas Congeladas 1kg #33,TC,TC-R6-C6,187,4.21,carnes
SKU-1067,Azúcar Rubia 1kg #30,DRY,DRY-R16-C42,167,1.8,libros
SKU-1068,Galletas de Soda x12 #57,DRY,DRY-R19-C39,367,3.12,electro
SKU-1069,Insulina Rápida #28,TC,TC-R21-C11,51,2.3,congelados
SKU-1070,Papel Toalla x6 #61,DRY,DRY-R23-C55,490,11.54,limpieza
SKU-1071,Azúcar Rubia 1kg #10,DRY,DRY-R13-C58,174,14.64,snacks
SKU-1072,Sartén Antiadherente 24cm #47,DRY,DRY-R9-C37,378,12.0,snacks
SKU-1073,Ch chocolates Milk 100g #98,DRY,DRY-R34-C34,465,10.99,electro
SKU-1074,Queso Edam 500g #49,TC,TC-R17-C2,225,2.07,bebidas_frias
SKU-1075,Yogurt Natural 1kg #51,TC,TC-R34-C2,59,3.08,congelados
SKU-1076,Galletas de Soda x12 #35,DRY,DRY-R29-C30,439,1.3,abarrotes
SKU-1077,Jabón Lavavajillas 500ml #75,DRY,DRY-R32-C49,167,2.96,juguetes
SKU-1078,Detergente Líquico 3L #95,DRY,DRY-R27-C48,371,5.99,hogar
SKU-1079,Té Filtrante 100un #57,DRY,DRY-R17-C30,184,4.31,snacks
SKU-1080,Yogurt Natural 1kg #37,TC,TC-R30-C20,199,4.45,farmacia
SKU-1081,Cargador Carga Rápida #46,DRY,DRY-R28-C37,464,12.09,libros
SKU-1082,Azúcar Rubia 1kg #85,DRY,DRY-R5-C34,160,2.2,electro
SKU-1083,Toalla de Baño #52,DRY,DRY-R14-C33,307,14.0,libros
SKU-1084,Papel Toalla x6 #62,DRY,DRY-R23-C43,289,6.25,limpieza
SKU-1085,Azúcar Rubia 1kg #35,DRY,DRY-R21-C39,153,12.49,hogar
SKU-1086,Papas Pringles Original #84,DRY,DRY-R27-C45,383,7.44,limpieza
SKU-1087,Papel Toalla x6 #29,DRY,DRY-R11-C43,332,4.54,limpieza
SKU-1088,Arroz Extra 5kg #93,DRY,DRY-R8-C45,256,6.29,electro
SKU-1089,Atún en Conserva 170g #13,DRY,DRY-R10-C36,257,11.48,juguetes
SKU-1090,Bloques de Construcción #56,DRY,DRY-R34-C54,449,8.51,limpieza
SKU-1091,Queso Edam 500g #57,TC,TC-R5-C15,14,3.69,farmacia
SKU-1092,Muñeca de Moda #17,DRY,DRY-R8-C37,454,4.83,abarrotes
SKU-1093,Fideos Tallarín 500g #16,DRY,DRY-R23-C43,330,5.45,snacks
SKU-1094,Detergente Líquico 3L #47,DRY,DRY-R13-C45,484,7.97,snacks
SKU-1095,Salchicha Viena x10 #22,TC,TC-R21-C17,149,3.79,carnes
SKU-1096,Papas Fritas Congeladas 1kg #44,TC,TC-R6-C20,102,3.52,congelados
SKU-1097,Insulina Rápida #28,TC,TC-R10-C2,82,0.77,bebidas_frias
SKU-1098,Bebida Energética 500ml #53,TC,TC-R31-C5,49,0.6,farmacia
SKU-1099,Aceite Vegetal 1L #81,DRY,DRY-R21-C57,369,12.7,libros
SKU-1100,Arroz Extra 5kg #63,DRY,DRY-R11-C54,64,13.74,libros
SKU-1101,Sartén Antiadherente 24cm #54,DRY,DRY-R4-C46,76,10.38,limpieza
SKU-1102,Toalla de Baño #53,DRY,DRY-R6-C39,19,10.66,hogar
SKU-1103,Atún en Conserva 170g #26,DRY,DRY-R4-C37,162,10.34,limpieza
SKU-1104,Yogurt Natural 1kg #64,TC,TC-R9-C20,38,3.84,carnes
SKU-1105,Bebida Energética 500ml #15,TC,TC-R18-C6,213,0.63,farmacia
SKU-1106,Detergente Líquico 3L #70,DRY,DRY-R9-C36,27,13.63,hogar
SKU-1107,Queso Edam 500g #25,TC,TC-R23-C17,240,1.11,lacteos
SKU-1108,Leche UHT 1L #21,TC,TC-R21-C5,81,4.24,congelados
SKU-1109,Café Instantáneo 200g #30,DRY,DRY-R25-C55,318,11.72,snacks
SKU-1110,Yogurt Natural 1kg #22,TC,TC-R18-C23,13,2.93,bebidas_frias
SKU-1111,Aceite Vegetal 1L #46,DRY,DRY-R5-C39,280,13.53,juguetes
SKU-1112,Pechuga de Pollo 1kg #74,TC,TC-R4-C24,103,3.57,lacteos
SKU-1113,Cargador Carga Rápida #96,DRY,DRY-R28-C34,186,2.75,abarrotes
SKU-1114,Aceite Vegetal 1L #75,DRY,DRY-R5-C42,394,6.14,electro
SKU-1115,Cargador Carga Rápida #24,DRY,DRY-R15-C57,395,2.08,limpieza
SKU-1116,Jugo Naranja 2L #20,TC,TC-R28-C9,108,2.52,congelados
SKU-1117,Papas Fritas Congeladas 1kg #97,TC,TC-R30-C23,151,2.28,bebidas_frias
SKU-1118,Audífonos Bluetooth #34,DRY,DRY-R18-C33,415,13.43,libros
SKU-1119,Café Instantáneo 200g #32,DRY,DRY-R18-C30,256,14.98,juguetes
SKU-1120,Cargador Carga Rápida #76,DRY,DRY-R4-C34,207,1.83,electro
SKU-1121,Arroz Extra 5kg #31,DRY,DRY-R13-C33,106,5.49,hogar
SKU-1122,Suero Fisiológico #25,TC,TC-R7-C8,195,4.21,bebidas_frias
SKU-1123,Muñeca de Moda #85,DRY,DRY-R23-C43,415,11.36,libros
SKU-1124,Café Instantáneo 200g #70,DRY,DRY-R13-C51,266,14.81,electro
SKU-1125,Queso Edam 500g #25,TC,TC-R17-C8,69,2.5,farmacia
SKU-1126,Papel Toalla x6 #22,DRY,DRY-R31-C31,260,12.46,abarrotes
SKU-1127,Té Filtrante 100un #87,DRY,DRY-R20-C46,323,2.33,abarrotes
SKU-1128,Jabón Lavavajillas 500ml #94,DRY,DRY-R15-C57,410,11.53,libros
SKU-1129,Cuaderno Espiral A4 #73,DRY,DRY-R14-C55,282,7.6,snacks
SKU-1130,Leche UHT 1L #14,TC,TC-R22-C12,40,4.41,bebidas_frias
SKU-1131,Suero Fisiológico #66,TC,TC-R7-C14,55,0.28,congelados
SKU-1132,Papas Pringles Original #31,DRY,DRY-R15-C55,164,6.49,libros
SKU-1133,Arroz Extra 5kg #82,DRY,DRY-R14-C55,355,9.92,electro
SKU-1134,Sartén Antiadherente 24cm #81,DRY,DRY-R20-C37,205,7.62,electro
SKU-1135,Suero Fisiológico #88,TC,TC-R33-C18,82,1.83,bebidas_frias
SKU-1136,Jugo Naranja 2L #26,TC,TC-R28-C23,217,1.9,lacteos
SKU-1137,Libro Novela Ficción #53,DRY,DRY-R17-C49,181,1.51,limpieza
SKU-1138,Café Instantáneo 200g #17,DRY,DRY-R23-C42,336,3.75,electro
SKU-1139,Yogurt Natural 1kg #49,TC,TC-R4-C5,15,1.75,lacteos
SKU-1140,Cargador Carga Rápida #94,DRY,DRY-R32-C51,466,8.54,limpieza
SKU-1141,Sartén Antiadherente 24cm #85,DRY,DRY-R28-C30,198,14.79,limpieza
SKU-1142,Muñeca de Moda #22,DRY,DRY-R11-C55,350,1.55,snacks
SKU-1143,Vacuna Gripe A #31,TC,TC-R30-C17,121,1.57,farmacia
SKU-1144,Pechuga de Pollo 1kg #46,TC,TC-R25-C8,156,0.33,lacteos
SKU-1145,Bloques de Construcción #21,DRY,DRY-R15-C34,144,8.9,abarrotes
SKU-1146,Agua Mineral Fria 1.5L #64,TC,TC-R26-C6,29,1.8,bebidas_frias
SKU-1147,Toalla de Baño #48,DRY,DRY-R13-C52,165,9.97,snacks
SKU-1148,Helado de Vainilla 1L #89,TC,TC-R6-C15,205,2.32,farmacia
SKU-1149,Libro Novela Ficción #76,DRY,DRY-R22-C39,114,8.67,limpieza
SKU-1150,Cargador Carga Rápida #44,DRY,DRY-R29-C57,441,12.14,libros
SKU-1151,Muñeca de Moda #90,DRY,DRY-R7-C33,191,7.86,electro
SKU-1152,Azúcar Rubia 1kg #97,DRY,DRY-R22-C45,215,12.67,abarrotes
SKU-1153,Pechuga de Pollo 1kg #62,TC,TC-R26-C8,175,4.14,lacteos
SKU-1154,Lomo de Cerdo 1kg #61,TC,TC-R10-C8,59,0.66,bebidas_frias
SKU-1155,Cerveza Premium 6pack #72,TC,TC-R31-C15,118,4.96,congelados
SKU-1156,Aceite Vegetal 1L #30,DRY,DRY-R23-C43,137,2.09,limpieza
SKU-1157,Cuaderno Espiral A4 #80,DRY,DRY-R10-C39,26,9.68,snacks
SKU-1158,Papel Toalla x6 #17,DRY,DRY-R33-C33,157,4.74,electro
SKU-1159,Café Instantáneo 200g #95,DRY,DRY-R9-C34,434,5.98,electro
SKU-1160,Atún en Conserva 170g #24,DRY,DRY-R25-C55,272,14.0,abarrotes
SKU-1161,Toalla de Baño #42,DRY,DRY-R20-C55,126,13.27,hogar
SKU-1162,Ch chocolates Milk 100g #52,DRY,DRY-R28-C49,385,12.1,libros
SKU-1163,Pechuga de Pollo 1kg #28,TC,TC-R31-C3,80,0.96,farmacia
SKU-1164,Muñeca de Moda #17,DRY,DRY-R14-C55,363,8.03,snacks
SKU-1165,Set de Cubiertos x24 #64,DRY,DRY-R28-C54,498,10.26,snacks
SKU-1166,Insulina Rápida #70,TC,TC-R23-C20,88,1.9,carnes
SKU-1167,Jugo Naranja 2L #94,TC,TC-R7-C23,186,4.71,bebidas_frias
SKU-1168,Atún en Conserva 170g #42,DRY,DRY-R19-C58,332,5.8,juguetes
SKU-1169,Cuaderno Espiral A4 #25,DRY,DRY-R31-C57,444,13.01,snacks
SKU-1170,Té Filtrante 100un #42,DRY,DRY-R23-C45,426,1.4,limpieza
SKU-1171,Aceite Vegetal 1L #30,DRY,DRY-R19-C52,455,9.49,snacks
SKU-1172,Audífonos Bluetooth #14,DRY,DRY-R25-C43,426,13.0,juguetes
SKU-1173,Sartén Antiadherente 24cm #62,DRY,DRY-R27-C46,453,10.77,electro
SKU-1174,Fideos Tallarín 500g #99,DRY,DRY-R10-C43,185,7.62,limpieza
SKU-1175,Set de Cubiertos x24 #51,DRY,DRY-R4-C54,395,10.44,juguetes
SKU-1176,Cerveza Premium 6pack #92,TC,TC-R16-C5,61,0.12,carnes
SKU-1177,Muñeca de Moda #20,DRY,DRY-R32-C34,269,2.41,snacks
SKU-1178,Libro Novela Ficción #26,DRY,DRY-R19-C51,168,11.9,libros
SKU-1179,Azúcar Rubia 1kg #43,DRY,DRY-R7-C39,428,10.33,libros
SKU-1180,Pechuga de Pollo 1kg #20,TC,TC-R14-C12,110,1.9,congelados
SKU-1181,Muñeca de Moda #38,DRY,DRY-R27-C30,477,14.22,libros
SKU-1182,Libro Novela Ficción #39,DRY,DRY-R8-C34,106,14.61,hogar
SKU-1183,Jugo Naranja 2L #61,TC,TC-R32-C17,76,2.2,carnes
SKU-1184,Salchicha Viena x10 #82,TC,TC-R6-C5,144,0.17,congelados
SKU-1185,Cuaderno Espiral A4 #73,DRY,DRY-R9-C36,109,3.41,electro
SKU-1186,Papas Fritas Congeladas 1kg #73,TC,TC-R27-C11,229,0.74,congelados
SKU-1187,Papas Fritas Congeladas 1kg #96,TC,TC-R14-C6,114,2.15,carnes
SKU-1188,Papas Pringles Original #43,DRY,DRY-R14-C42,469,9.28,limpieza
SKU-1189,Cerveza Premium 6pack #20,TC,TC-R9-C2,233,2.4,bebidas_frias
SKU-1190,Pechuga de Pollo 1kg #59,TC,TC-R19-C20,162,2.17,farmacia
SKU-1191,Jugo Naranja 2L #16,TC,TC-R31-C9,130,4.66,lacteos
SKU-1192,Cuaderno Espiral A4 #86,DRY,DRY-R22-C31,263,0.13,hogar
SKU-1193,Té Filtrante 100un #95,DRY,DRY-R6-C49,461,2.03,snacks
SKU-1194,Fideos Tallarín 500g #43,DRY,DRY-R34-C37,481,7.58,hogar
SKU-1195,Mantequilla con sal 200g #21,TC,TC-R22-C9,120,3.58,farmacia
SKU-1196,Vacuna Gripe A #15,TC,TC-R11-C5,223,2.55,lacteos
SKU-1197,Bebida Energética 500ml #46,TC,TC-R33-C24,166,4.4,congelados
SKU-1198,Toalla de Baño #50,DRY,DRY-R16-C52,166,13.4,snacks
SKU-1199,Azúcar Rubia 1kg #81,DRY,DRY-R20-C52,81,0.85,electro
SKU-1200,Jugo Naranja 2L #70,TC,TC-R22-C8,129,0.9,carnes
SKU-1201,Detergente Líquico 3L #66,DRY,DRY-R22-C48,292,14.83,electro
SKU-1202,Arroz Extra 5kg #28,DRY,DRY-R15-C36,109,5.28,electro
SKU-1203,Fideos Tallarín 500g #75,DRY,DRY-R23-C43,344,8.47,abarrotes
SKU-1204,Papel Toalla x6 #77,DRY,DRY-R15-C39,44,6.28,hogar
SKU-1205,Queso Edam 500g #52,TC,TC-R18-C2,184,1.49,farmacia
SKU-1206,Queso Edam 500g #51,TC,TC-R26-C5,127,0.24,congelados
SKU-1207,Sartén Antiadherente 24cm #68,DRY,DRY-R19-C43,7,8.93,juguetes
SKU-1208,Cerveza Premium 6pack #51,TC,TC-R32-C20,242,5.0,lacteos
SKU-1209,Azúcar Rubia 1kg #37,DRY,DRY-R26-C31,149,12.03,hogar
SKU-1210,Yogurt Natural 1kg #80,TC,TC-R23-C17,112,1.97,lacteos
SKU-1211,Suero Fisiológico #21,TC,TC-R15-C2,51,4.28,carnes
SKU-1212,Papas Fritas Congeladas 1kg #92,TC,TC-R13-C21,49,4.78,farmacia
SKU-1213,Bebida Energética 500ml #49,TC,TC-R33-C24,43,3.46,farmacia
SKU-1214,Insulina Rápida #75,TC,TC-R20-C6,236,2.5,lacteos
SKU-1215,Bebida Energética 500ml #21,TC,TC-R15-C21,104,2.17,congelados
SKU-1216,Libro Novela Ficción #64,DRY,DRY-R13-C34,179,0.65,electro
SKU-1217,Atún en Conserva 170g #92,DRY,DRY-R18-C37,274,13.96,juguetes
SKU-1218,Jabón Lavavajillas 500ml #47,DRY,DRY-R20-C54,469,6.59,hogar
SKU-1219,Azúcar Rubia 1kg #26,DRY,DRY-R22-C45,272,12.63,snacks
SKU-1220,Detergente Líquico 3L #80,DRY,DRY-R26-C33,267,13.76,hogar
SKU-1221,Bebida Energética 500ml #22,TC,TC-R9-C14,155,3.34,farmacia
SKU-1222,Galletas de Soda x12 #84,DRY,DRY-R31-C33,13,11.54,snacks
SKU-1223,Salchicha Viena x10 #33,TC,TC-R31-C23,31,2.03,farmacia
SKU-1224,Papas Pringles Original #50,DRY,DRY-R5-C54,235,11.37,juguetes
SKU-1225,Ch chocolates Milk 100g #33,DRY,DRY-R18-C40,387,2.82,snacks
SKU-1226,Cuaderno Espiral A4 #23,DRY,DRY-R14-C52,7,8.04,snacks
SKU-1227,Salchicha Viena x10 #93,TC,TC-R17-C14,113,2.35,lacteos
SKU-1228,Bloques de Construcción #72,DRY,DRY-R26-C45,320,9.3,juguetes
SKU-1229,Papas Fritas Congeladas 1kg #21,TC,TC-R10-C5,58,0.76,farmacia
SKU-1230,Pechuga de Pollo 1kg #13,TC,TC-R26-C6,47,2.46,lacteos
SKU-1231,Libro Novela Ficción #78,DRY,DRY-R27-C39,399,1.34,electro
SKU-1232,Audífonos Bluetooth #12,DRY,DRY-R7-C36,83,2.53,electro
SKU-1233,Sartén Antiadherente 24cm #70,DRY,DRY-R26-C30,304,12.9,electro
SKU-1234,Suero Fisiológico #16,TC,TC-R31-C9,171,0.14,congelados
SKU-1235,Audífonos Bluetooth #73,DRY,DRY-R21-C58,23,14.99,electro
SKU-1236,Toalla de Baño #85,DRY,DRY-R10-C55,36,3.52,electro
SKU-1237,Muñeca de Moda #50,DRY,DRY-R20-C58,462,1.0,electro
SKU-1238,Arroz Extra 5kg #73,DRY,DRY-R11-C48,228,6.75,electro
SKU-1239,Pechuga de Pollo 1kg #70,TC,TC-R6-C11,139,2.25,congelados
SKU-1240,Cerveza Premium 6pack #26,TC,TC-R22-C24,192,1.54,congelados
SKU-1241,Insulina Rápida #70,TC,TC-R7-C23,51,4.86,farmacia
SKU-1242,Jabón Lavavajillas 500ml #95,DRY,DRY-R5-C55,107,1.98,snacks
SKU-1243,Queso Edam 500g #63,TC,TC-R26-C14,63,1.59,farmacia
SKU-1244,Café Instantáneo 200g #43,DRY,DRY-R22-C48,94,10.17,limpieza
SKU-1245,Detergente Líquico 3L #18,DRY,DRY-R32-C46,321,6.49,hogar
SKU-1246,Lomo de Cerdo 1kg #72,TC,TC-R21-C8,210,4.97,bebidas_frias
SKU-1247,Helado de Vainilla 1L #29,TC,TC-R5-C24,141,3.48,lacteos
SKU-1248,Detergente Líquico 3L #66,DRY,DRY-R8-C54,391,14.44,limpieza
