sku,nombre,zona,rack_id,cantidad,peso_kg,categoria
SKU-1249,Queso Edam 500g #81,TC,TC-R27-C2,52,2.59,lacteos
SKU-1250,Aceite Vegetal 1L #56,DRY,DRY-R20-C37,367,10.94,libros
SKU-1251,Sartén Antiadherente 24cm #22,DRY,DRY-R17-C37,176,9.72,hogar
SKU-1252,Aceite Vegetal 1L #66,DRY,DRY-R25-C51,8,11.55,limpieza
SKU-1253,Vacuna Gripe A #46,TC,TC-R32-C14,78,0.94,farmacia
SKU-1254,Insulina Rápida #90,TC,TC-R27-C18,202,1.3,farmacia
SKU-1255,Atún en Conserva 170g #27,DRY,DRY-R8-C52,214,6.23,electro
SKU-1256,Toalla de Baño #97,DRY,DRY-R28-C48,231,14.16,libros
SKU-1257,Yogurt Natural 1kg #20,TC,TC-R34-C9,207,1.64,lacteos
SKU-1258,Suero Fisiológico #14,TC,TC-R25-C18,48,4.62,lacteos
SKU-1259,Libro Novela Ficción #94,DRY,DRY-R15-C57,219,14.59,limpieza
SKU-1260,Set de Cubiertos x24 #48,DRY,DRY-R6-C46,9,13.64,juguetes
SKU-1261,Bloques de Construcción #28,DRY,DRY-R11-C51,110,6.72,hogar
SKU-1262,Bloques de Construcción #93,DRY,DRY-R22-C52,459,10.48,hogar
SKU-1263,Té Filtrante 100un #35,DRY,DRY-R23-C45,280,1.31,juguetes
SKU-1264,Papas Fritas Congeladas 1kg #37,TC,TC-R23-C3,89,2.61,carnes
SKU-1265,Libro Novela Ficción #30,DRY,DRY-R29-C30,412,0.47,libros
SKU-1266,Atún en Conserva 170g #48,DRY,DRY-R32-C51,61,14.8,snacks
SKU-1267,Café Instantáneo 200g #43,DRY,DRY-R32-C55,29,5.35,libros
SKU-1268,Cargador Carga Rápida #48,DRY,DRY-R9-C30,125,6.82,limpieza
SKU-1269,Muñeca de Moda #90,DRY,DRY-R30-C57,124,12.68,hogar
SKU-1270,Mantequilla con sal 200g #58,TC,TC-R9-C15,36,3.71,congelados
SKU-1271,Pechuga de Pollo 1kg #56,TC,TC-R4-C14,192,0.58,bebidas_frias
SKU-1272,Jabón Lavavajillas 500ml #21,DRY,DRY-R9-C33,71,6.4,electro
SKU-1273,Jabón Lavavajillas 500ml #57,DRY,DRY-R21-C57,291,6.07,electro
SKU-1274,Galletas de Soda x12 #84,DRY,DRY-R22-C55,230,9.57,electro
SKU-1275,Audífonos Bluetooth #30,DRY,DRY-R6-C37,253,7.61,electro
SKU-1276,Toalla de Baño #77,DRY,DRY-R8-C36,238,10.43,abarrotes
SKU-1277,Fideos Tallarín 500g #81,DRY,DRY-R5-C49,65,13.83,juguetes
SKU-1278,Arroz Extra 5kg #25,DRY,DRY-R5-C49,25,8.6,electro
SKU-1279,Café Instantáneo 200g #49,DRY,DRY-R10-C49,253,4.58,limpieza
SKU-1280,Mantequilla con sal 200g #85,TC,TC-R17-C12,238,0.34,carnes
SKU-1281,Pechuga de Pollo 1kg #33,TC,TC-R18-C23,10,3.72,congelados
SKU-1282,Yogurt Natural 1kg #15,TC,TC-R15-C12,89,2.46,congelados
SKU-1283,Té Filtrante 100un #70,DRY,DRY-R25-C36,263,11.44,snacks
SKU-1284,Cargador Carga Rápida #95,DRY,DRY-R30-C52,377,2.28,libros
SKU-1285,Bebida Energética 500ml #59,TC,TC-R7-C8,96,4.51,bebidas_frias
SKU-1286,Cargador Carga Rápida #45,DRY,DRY-R7-C34,367,13.0,juguetes
SKU-1287,Queso Edam 500g #92,TC,TC-R31-C15,168,0.52,congelados
SKU-1288,Detergente Líquico 3L #82,DRY,DRY-R17-C57,248,2.88,libros
SKU-1289,Arroz Extra 5kg #94,DRY,DRY-R28-C57,14,2.74,limpieza
SKU-1290,Lomo de Cerdo 1kg #84,TC,TC-R30-C12,146,0.51,carnes
SKU-1291,Muñeca de Moda #15,DRY,DRY-R15-C55,16,12.94,electro
SKU-1292,Bebida Energética 500ml #13,TC,TC-R9-C24,107,2.69,carnes
SKU-1293,Queso Edam 500g #79,TC,TC-R34-C5,56,1.5,lacteos
SKU-1294,Mantequilla con sal 200g #49,TC,TC-R9-C12,25,3.43,lacteos
SKU-1295,Fideos Tallarín 500g #13,DRY,DRY-R5-C33,55,4.51,snacks
SKU-1296,Vacuna Gripe A #43,TC,TC-R23-C11,240,4.71,farmacia
SKU-1297,Lomo de Cerdo 1kg #86,TC,TC-R15-C17,140,1.26,carnes
SKU-1298,Arroz Extra 5kg #44,DRY,DRY-R8-C33,288,4.81,electro
SKU-1299,Papel Toalla x6 #62,DRY,DRY-R11-C42,14,13.71,electro
SKU-1300,Queso Edam 500g #41,TC,TC-R18-C21,211,2.82,bebidas_frias
SKU-1301,Bebida Energética 500ml #67,TC,TC-R18-C3,138,4.25,bebidas_frias
SKU-1302,Insulina Rápida #79,TC,TC-R34-C5,147,3.93,carnes
SKU-1303,Cargador Carga Rápida #15,DRY,DRY-R5-C30,497,12.2,hogar
SKU-1304,Libro Novela Ficción #31,DRY,DRY-R4-C30,476,0.95,snacks
SKU-1305,Galletas de Soda x12 #97,DRY,DRY-R17-C49,436,14.99,hogar
SKU-1306,Toalla de Baño #46,DRY,DRY-R22-C31,278,2.46,hogar
SKU-1307,Jabón Lavavajillas 500ml #60,DRY,DRY-R14-C36,376,12.47,snacks
SKU-1308,Audífonos Bluetooth #36,DRY,DRY-R29-C55,167,14.36,snacks
SKU-1309,Libro Novela Ficción #43,DRY,DRY-R34-C52,344,4.13,snacks
SKU-1310,Aceite Vegetal 1L #68,DRY,DRY-R22-C46,359,0.29,snacks
SKU-1311,Agua Mineral Fria 1.5L #10,TC,TC-R32-C24,54,0.15,lacteos
SKU-1312,Sartén Antiadherente 24cm #60,DRY,DRY-R4-C58,453,1.26,juguetes
SKU-1313,Set de Cubiertos x24 #13,DRY,DRY-R26-C52,185,10.1,limpieza
SKU-1314,Bloques de Construcción #55,DRY,DRY-R25-C49,398,2.7,electro
SKU-1315,Arroz Extra 5kg #69,DRY,DRY-R6-C49,232,14.05,limpieza
SKU-1316,Helado de Vainilla 1L #97,TC,TC-R20-C20,33,1.85,lacteos
SKU-1317,Papas Pringles Original #38,DRY,DRY-R11-C42,500,14.7,juguetes
SKU-1318,Agua Mineral Fria 1.5L #87,TC,TC-R26-C6,220,0.13,congelados
SKU-1319,Galletas de Soda x12 #82,DRY,DRY-R25-C55,287,7.44,limpieza
SKU-1320,Salchicha Viena x10 #18,TC,TC-R16-C17,26,0.73,bebidas_frias
SKU-1321,Lomo de Cerdo 1kg #76,TC,TC-R31-C20,59,3.93,bebidas_frias
SKU-1322,Cuaderno Espiral A4 #78,DRY,DRY-R32-C42,457,10.23,limpieza
SKU-1323,Libro Novela Ficción #96,DRY,DRY-R30-C31,170,12.82,electro
SKU-1324,Galletas de Soda x12 #25,DRY,DRY-R13-C57,190,7.03,electro
SKU-1325,Atún en Conserva 170g #16,DRY,DRY-R29-C43,277,13.78,limpieza
SKU-1326,Té Filtrante 100un #34,DRY,DRY-R29-C46,297,1.27,limpieza
SKU-1327,Atún en Conserva 170g #98,DRY,DRY-R33-C51,474,14.37,juguetes
SKU-1328,Vacuna Gripe A #49,TC,TC-R7-C3,34,3.17,carnes
SKU-1329,Leche UHT 1L #85,TC,TC-R6-C23,95,3.17,farmacia
SKU-1330,Arroz Extra 5kg #70,DRY,DRY-R17-C42,431,14.38,abarrotes
SKU-1331,Lomo de Cerdo 1kg #19,TC,TC-R26-C21,122,3.04,congelados
SKU-1332,Cargador Carga Rápida #84,DRY,DRY-R16-C36,36,1.33,juguetes
SKU-1333,Ch chocolates Milk 100g #98,DRY,DRY-R13-C33,36,11.75,electro
SKU-1334,Detergente Líquico 3L #48,DRY,DRY-R11-C52,351,1.03,electro
SKU-1335,Papas Fritas Congeladas 1kg #58,TC,TC-R6-C12,202,0.57,lacteos
SKU-1336,Bloques de Construcción #94,DRY,DRY-R15-C30,242,6.83,libros
SKU-1337,Bloques de Construcción #22,DRY,DRY-R34-C46,350,9.78,hogar
SKU-1338,Toalla de Baño #52,DRY,DRY-R29-C39,11,1.66,electro
SKU-1339,Muñeca de Moda #34,DRY,DRY-R18-C36,136,9.58,limpieza
SKU-1340,Cerveza Premium 6pack #33,TC,TC-R13-C8,21,0.77,farmacia
SKU-1341,Bebida Energética 500ml #75,TC,TC-R19-C18,89,3.8,congelados
SKU-1342,Azúcar Rubia 1kg #28,DRY,DRY-R21-C54,180,4.66,hogar
SKU-1343,Mantequilla con sal 200g #17,TC,TC-R9-C8,223,2.58,lacteos
SKU-1344,Audífonos Bluetooth #54,DRY,DRY-R32-C39,332,14.65,limpieza
SKU-1345,Jabón Lavavajillas 500ml #53,DRY,DRY-R25-C39,360,10.03,libros
SKU-1346,Bloques de Construcción #98,DRY,DRY-R26-C46,294,12.79,electro
SKU-1347,Papas Pringles Original #63,DRY,DRY-R22-C46,237,2.48,hogar
SKU-1348,Sartén Antiadherente 24cm #38,DRY,DRY-R7-C30,359,9.6,limpieza
SKU-1349,Pechuga de Pollo 1kg #40,TC,TC-R19-C14,218,3.7,bebidas_frias
SKU-1350,Pechuga de Pollo 1kg #61,TC,TC-R11-C6,11,4.15,farmacia
SKU-1351,Insulina Rápida #13,TC,TC-R29-C15,84,0.66,lacteos
SKU-1352,Muñeca de Moda #56,DRY,DRY-R20-C31,106,14.63,juguetes
SKU-1353,Lomo de Cerdo 1kg #43,TC,TC-R26-C20,226,0.95,carnes
SKU-1354,Aceite Vegetal 1L #12,DRY,DRY-R10-C39,471,12.65,abarrotes
SKU-1355,Suero Fisiológico #93,TC,TC-R32-C21,96,4.44,carnes
SKU-1356,Cargador Carga Rápida #40,DRY,DRY-R5-C49,343,12.15,snacks
SKU-1357,Bebida Energética 500ml #18,TC,TC-R6-C5,246,0.81,bebidas_frias
SKU-1358,Pechuga de Pollo 1kg #78,TC,TC-R25-C11,91,3.5,carnes
SKU-1359,Atún en Conserva 170g #15,DRY,DRY-R25-C39,155,12.82,juguetes
SKU-1360,Atún en Conserva 170g #16,DRY,DRY-R31-C43,440,13.1,snacks
SKU-1361,Sartén Antiadherente 24cm #36,DRY,DRY-R31-C33,409,11.78,hogar
SKU-1362,Fideos Tallarín 500g #75,DRY,DRY-R26-C49,335,11.28,limpieza
SKU-1363,Sartén Antiadherente 24cm #76,DRY,DRY-R16-C54,369,2.73,snacks
SKU-1364,Agua Mineral Fria 1.5L #70,TC,TC-R27-C8,173,2.95,farmacia
SKU-1365,Libro Novela Ficción #14,DRY,DRY-R14-C40,108,3.33,hogar
SKU-1366,Té Filtrante 100un #37,DRY,DRY-R29-C45,198,6.4,abarrotes
SKU-1367,Café Instantáneo 200g #42,DRY,DRY-R17-C58,389,1.32,libros
SKU-1368,Insulina Rápida #39,TC,TC-R13-C17,141,0.3,farmacia
SKU-1369,Cargador Carga Rápida #69,DRY,DRY-R11-C52,416,6.16,electro
SKU-1370,Té Filtrante 100un #13,DRY,DRY-R14-C39,140,6.65,snacks
SKU-1371,Jabón Lavavajillas 500ml #47,DRY,DRY-R26-C55,334,7.72,snacks
SKU-1372,Lomo de Cerdo 1kg #22,TC,TC-R6-C5,19,0.45,congelados
SKU-1373,Aceite Vegetal 1L #96,DRY,DRY-R23-C46,386,3.79,snacks
SKU-1374,Galletas de Soda x12 #34,DRY,DRY-R31-C36,390,14.98,juguetes
SKU-1375,Galletas de Soda x12 #11,DRY,DRY-R21-C45,182,4.26,hogar
SKU-1376,Té Filtrante 100un #84,DRY,DRY-R17-C30,267,7.11,electro
SKU-1377,Té Filtrante 100un #39,DRY,DRY-R4-C42,112,10.86,abarrotes
SKU-1378,Muñeca de Moda #80,DRY,DRY-R20-C54,241,10.85,hogar
SKU-1379,Vacuna Gripe A #34,TC,TC-R21-C12,188,3.87,lacteos
SKU-1380,Cargador Carga Rápida #81,DRY,DRY-R5-C31,300,5.65,electro
SKU-1381,Papel Toalla x6 #73,DRY,DRY-R20-C48,219,5.13,snacks
SKU-1382,Té Filtrante 100un #98,DRY,DRY-R34-C57,305,4.53,libros
SKU-1383,Mantequilla con sal 200g #29,TC,TC-R30-C9,214,2.88,lacteos
SKU-1384,Muñeca de Moda #60,DRY,DRY-R18-C49,205,3.1,hogar
SKU-1385,Pechuga de Pollo 1kg #70,TC,TC-R32-C3,125,1.71,farmacia
SKU-1386,Jabón Lavavajillas 500ml #31,DRY,DRY-R25-C34,95,10.14,snacks
SKU-1387,Agua Mineral Fria 1.5L #13,TC,TC-R13-C6,243,1.08,bebidas_frias
SKU-1388,Aceite Vegetal 1L #39,DRY,DRY-R13-C45,40,9.91,snacks
SKU-1389,Toalla de Baño #11,DRY,DRY-R5-C39,470,4.94,snacks
SKU-1390,Arroz Extra 5kg #26,DRY,DRY-R33-C57,385,6.31,abarrotes
SKU-1391,Mantequilla con sal 200g #36,TC,TC-R18-C9,191,2.22,carnes
SKU-1392,Bloques de Construcción #83,DRY,DRY-R33-C45,262,8.83,abarrotes
SKU-1393,Galletas de Soda x12 #35,DRY,DRY-R11-C30,233,14.87,electro
SKU-1394,Lomo de Cerdo 1kg #77,TC,TC-R29-C9,235,4.56,farmacia
SKU-1395,Muñeca de Moda #15,DRY,DRY-R10-C34,456,4.35,electro
SKU-1396,Papas Pringles Original #60,DRY,DRY-R9-C39,96,6.26,snacks
SKU-1397,Audífonos Bluetooth #68,DRY,DRY-R21-C49,98,13.67,juguetes
SKU-1398,Té Filtrante 100un #99,DRY,DRY-R20-C31,450,3.63,limpieza
SKU-1399,Papas Fritas Congeladas 1kg #95,TC,TC-R9-C3,194,3.52,bebidas_frias
SKU-1400,Audífonos Bluetooth #80,DRY,DRY-R13-C36,44,14.93,electro
SKU-1401,Ch chocolates Milk 100g #62,DRY,DRY-R32-C52,111,2.51,hogar
SKU-1402,Papel Toalla x6 #19,DRY,DRY-R13-C54,386,5.75,electro
SKU-1403,Suero Fisiológico #14,TC,TC-R9-C2,191,1.33,carnes
SKU-1404,Cuaderno Espiral A4 #69,DRY,DRY-R7-C55,47,6.95,snacks
SKU-1405,Cargador Carga Rápida #27,DRY,DRY-R23-C54,435,12.32,abarrotes
SKU-1406,Queso Edam 500g #32,TC,TC-R9-C9,199,0.71,lacteos
SKU-1407,Leche UHT 1L #96,TC,TC-R29-C8,101,0.85,lacteos
SKU-1408,Pechuga de Pollo 1kg #66,TC,TC-R13-C20,172,0.33,lacteos
SKU-1409,Cuaderno Espiral A4 #94,DRY,DRY-R23-C34,162,5.89,juguetes
SKU-1410,Papel Toalla x6 #16,DRY,DRY-R14-C49,480,11.52,hogar
SKU-1411,Pechuga de Pollo 1kg #21,TC,TC-R13-C2,13,2.17,carnes
SKU-1412,Yogurt Natural 1kg #38,TC,TC-R21-C24,223,0.57,carnes
SKU-1413,Fideos Tallarín 500g #15,DRY,DRY-R25-C51,422,7.71,abarrotes
SKU-1414,Pechuga de Pollo 1kg #89,TC,TC-R25-C6,111,4.68,bebidas_frias
SKU-1415,Atún en Conserva 170g #37,DRY,DRY-R27-C34,93,5.38,limpieza
SKU-1416,Leche UHT 1L #59,TC,TC-R27-C6,26,2.35,congelados
SKU-1417,Libro Novela Ficción #89,DRY,DRY-R4-C49,458,0.71,snacks
SKU-1418,Agua Mineral Fria 1.5L #23,TC,TC-R21-C20,246,2.73,congelados
SKU-1419,Galletas de Soda x12 #22,DRY,DRY-R18-C46,361,14.72,abarrotes
SKU-1420,Vacuna Gripe A #32,TC,TC-R10-C18,186,3.83,carnes
SKU-1421,Yogurt Natural 1kg #52,TC,TC-R14-C2,159,3.08,farmacia
SKU-1422,Libro Novela Ficción #39,DRY,DRY-R28-C55,11,8.83,hogar
SKU-1423,Queso Edam 500g #49,TC,TC-R9-C8,203,3.72,bebidas_frias
SKU-1424,Jugo Naranja 2L #27,TC,TC-R22-C11,61,2.54,lacteos
SKU-1425,Jugo Naranja 2L #40,TC,TC-R29-C20,123,3.03,carnes
SKU-1426,Azúcar Rubia 1kg #45,DRY,DRY-R10-C46,394,9.67,snacks
SKU-1427,Papas Fritas Congeladas 1kg #13,TC,TC-R5-C8,94,4.25,farmacia
SKU-1428,Jugo Naranja 2L #95,TC,TC-R16-C8,188,4.03,carnes
SKU-1429,Té Filtrante 100un #76,DRY,DRY-R15-C46,327,2.79,hogar
SKU-1430,Yogurt Natural 1kg #34,TC,TC-R32-C2,46,3.21,farmacia
SKU-1431,Jabón Lavavajillas 500ml #32,DRY,DRY-R16-C58,482,12.48,abarrotes
SKU-1432,Yogurt Natural 1kg #64,TC,TC-R29-C20,52,2.39,bebidas_frias
SKU-1433,Audífonos Bluetooth #32,DRY,DRY-R28-C42,300,4.58,abarrotes
SKU-1434,Aceite Vegetal 1L #44,DRY,DRY-R34-C54,189,1.25,juguetes
SKU-1435,Agua Mineral Fria 1.5L #66,TC,TC-R18-C12,198,2.58,carnes
SKU-1436,Sartén Antiadherente 24cm #12,DRY,DRY-R18-C49,47,6.44,abarrotes
SKU-1437,Bloques de Construcción #78,DRY,DRY-R16-C37,94,8.32,snacks
SKU-1438,Papas Fritas Congeladas 1kg #68,TC,TC-R4-C9,165,1.94,farmacia
SKU-1439,Azúcar Rubia 1kg #70,DRY,DRY-R32-C39,102,2.36,snacks
SKU-1440,Insulina Rápida #72,TC,TC-R8-C12,250,4.64,bebidas_frias
SKU-1441,Suero Fisiológico #72,TC,TC-R17-C9,160,3.24,congelados
SKU-1442,Queso Edam 500g #59,TC,TC-R34-C15,205,0.9,lacteos
SKU-1443,Café Instantáneo 200g #75,DRY,DRY-R11-C55,193,9.54,snacks
SKU-1444,Té Filtrante 100un #64,DRY,DRY-R26-C42,22,3.67,juguetes
SKU-1445,Libro Novela Ficción #96,DRY,DRY-R34-C30,335,10.48,snacks
SKU-1446,Cerveza Premium 6pack #97,TC,TC-R22-C5,164,1.35,bebidas_frias
SKU-1447,Fideos Tallarín 500g #11,DRY,DRY-R7-C36,334,11.58,juguetes
SKU-1448,Té Filtrante 100un #85,DRY,DRY-R30-C33,101,7.8,electro
SKU-1449,Audífonos Bluetooth #42,DRY,DRY-R25-C45,277,7.53,abarrotes
SKU-1450,Muñeca de Moda #49,DRY,DRY-R20-C51,478,11.3,electro
SKU-1451,Arroz Extra 5kg #91,DRY,DRY-R8-C48,142,12.22,limpieza
SKU-1452,Té Filtrante 100un #99,DRY,DRY-R31-C45,91,0.15,juguetes
SKU-1453,Arroz Extra 5kg #18,DRY,DRY-R27-C51,340,7.9,limpieza
SKU-1454,Salchicha Viena x10 #32,TC,TC-R22-C11,44,1.01,farmacia
SKU-1455,Queso Edam 500g #67,TC,TC-R4-C17,57,4.09,carnes
SKU-1456,Pechuga de Pollo 1kg #43,TC,TC-R32-C24,122,4.37,carnes
SKU-1457,Arroz Extra 5kg #91,DRY,DRY-R31-C37,48,1.24,hogar
SKU-1458,Yogurt Natural 1kg #53,TC,TC-R20-C2,132,2.97,congelados
SKU-1459,Arroz Extra 5kg #11,DRY,DRY-R8-C33,494,4.03,libros
SKU-1460,Jugo Naranja 2L #22,TC,TC-R27-C6,11,2.66,bebidas_frias
SKU-1461,Helado de Vainilla 1L #72,TC,TC-R15-C14,164,3.81,bebidas_frias
SKU-1462,Cuaderno Espiral A4 #53,DRY,DRY-R7-C46,486,12.26,snacks
SKU-1463,Suero Fisiológico #88,TC,TC-R4-C3,233,4.88,farmacia
SKU-1464,Leche UHT 1L #68,TC,TC-R15-C24,195,3.52,lacteos
SKU-1465,Papel Toalla x6 #87,DRY,DRY-R14-C36,148,13.04,abarrotes
SKU-1466,Atún en Conserva 170g #57,DRY,DRY-R33-C52,342,9.29,libros
SKU-1467,Audífonos Bluetooth #94,DRY,DRY-R23-C39,331,0.1,hogar
SKU-1468,Ch chocolates Milk 100g #12,DRY,DRY-R26-C48,418,13.11,libros
SKU-1469,Cargador Carga Rápida #39,DRY,DRY-R7-C55,318,6.03,juguetes
SKU-1470,Audífonos Bluetooth #70,DRY,DRY-R20-C34,155,11.03,snacks
SKU-1471,Azúcar Rubia 1kg #76,DRY,DRY-R29-C55,259,0.52,juguetes
SKU-1472,Cuaderno Espiral A4 #80,DRY,DRY-R19-C54,233,2.56,snacks
SKU-1473,Cuaderno Espiral A4 #79,DRY,DRY-R19-C42,92,3.69,electro
SKU-1474,Jabón Lavavajillas 500ml #23,DRY,DRY-R15-C52,19,14.9,juguetes
SKU-1475,Suero Fisiológico #45,TC,TC-R31-C6,180,3.62,congelados
SKU-1476,Arroz Extra 5kg #95,DRY,DRY-R29-C36,329,13.84,juguetes
SKU-1477,Ch chocolates Milk 100g #38,DRY,DRY-R13-C33,198,9.68,limpieza
SKU-1478,Té Filtrante 100un #93,DRY,DRY-R30-C58,228,14.5,juguetes
SKU-1479,Galletas de Soda x12 #24,DRY,DRY-R11-C45,50,1.36,abarrotes
SKU-1480,Pechuga de Pollo 1kg #24,TC,TC-R7-C17,228,1.9,bebidas_frias
SKU-1481,Leche UHT 1L #49,TC,TC-R6-C3,58,2.99,farmacia
SKU-1482,Ch chocolates Milk 100g #56,DRY,DRY-R18-C36,313,7.82,electro
SKU-1483,Té Filtrante 100un #11,DRY,DRY-R4-C58,166,12.79,limpieza
SKU-1484,Lomo de Cerdo 1kg #73,TC,TC-R4-C20,163,2.33,congelados
SKU-1485,Vacuna Gripe A #49,TC,TC-R31-C14,41,4.95,lacteos
SKU-1486,Agua Mineral Fria 1.5L #90,TC,TC-R23-C23,84,1.16,bebidas_frias
SKU-1487,Detergente Líquico 3L #52,DRY,DRY-R16-C37,112,12.43,electro
SKU-1488,Atún en Conserva 170g #99,DRY,DRY-R30-C31,402,13.85,libros
SKU-1489,Suero Fisiológico #48,TC,TC-R16-C23,227,3.33,farmacia
SKU-1490,Suero Fisiológico #53,TC,TC-R18-C12,99,3.42,lacteos
SKU-1491,Jabón Lavavajillas 500ml #77,DRY,DRY-R34-C43,477,4.27,electro
SKU-1492,Suero Fisiológico #22,TC,TC-R14-C5,212,1.68,bebidas_frias
SKU-1493,Detergente Líquico 3L #48,DRY,DRY-R8-C54,300,9.84,libros
SKU-1494,Papas Fritas Congeladas 1kg #28,TC,TC-R26-C6,201,1.17,farmacia
SKU-1495,Insulina Rápida #83,TC,TC-R29-C3,229,3.42,lacteos
SKU-1496,Salchicha Viena x10 #17,TC,TC-R26-C3,131,1.84,farmacia
SKU-1497,Queso Edam 500g #75,TC,TC-R18-C18,121,1.76,lacteos
SKU-1498,Té Filtrante 100un #41,DRY,DRY-R9-C31,208,1.83,juguetes
SKU-1499,Bloques de Construcción #32,DRY,DRY-R11-C49,412,11.65,juguetes
SKU-1500,Cargador Carga Rápida #93,DRY,DRY-R19-C49,339,4.16,limpieza
